edad,AniosDireccion,Gastocoche,Aniosempleo,Aniosresiden,ingres,ingres_pred,segmento
48.0,15.0,38.0,18.0,1.0,78.0,76.00880317911884,Alto
25.0,2.0,33.5,0.0,3.0,68.0,67.05389224184614,Alto
52.0,13.0,13.4,10.0,1.0,27.0,26.929299056105332,Bajo
38.0,0.0,9.2,1.0,2.0,19.0,18.580320405964972,Muy Bajo
65.0,5.0,10.1,10.0,2.0,20.0,20.432012738611828,Muy Bajo
28.0,2.0,15.6,0.0,2.0,31.0,31.318238229700107,Bajo
51.0,28.0,25.5,9.0,4.0,51.0,51.0921904505592,Medio
61.0,31.0,41.5,18.0,2.0,84.0,82.98744325231067,Alto
46.0,10.0,65.1,16.0,3.0,130.0,130.14630054464467,Muy Alto
43.0,8.0,54.6,20.0,2.0,109.0,109.17605363919003,Muy Alto
28.0,7.0,12.5,2.0,1.0,24.0,25.08977940669164,Muy Bajo
39.0,6.0,28.6,12.0,1.0,57.0,57.25798898769865,Alto
37.0,16.0,11.3,7.0,2.0,24.0,22.716327484373505,Muy Bajo
59.0,31.0,15.9,0.0,2.0,32.0,31.87571128580228,Bajo
55.0,29.0,31.5,10.0,1.0,65.0,62.98913965443822,Alto
51.0,20.0,35.6,8.0,2.0,70.0,71.21915769632213,Alto
48.0,28.0,65.1,11.0,2.0,130.0,130.0468689166052,Muy Alto
40.0,4.0,35.1,6.0,3.0,71.0,70.28195876037998,Alto
28.0,3.0,17.3,6.0,1.0,35.0,34.68868375106208,Bajo
39.0,16.0,44.0,21.0,5.0,85.0,88.06957146361853,Alto
30.0,0.0,9.7,3.0,4.0,20.0,19.617344947269935,Muy Bajo
40.0,5.0,16.4,15.0,4.0,33.0,33.007970331841214,Bajo
55.0,18.0,17.2,2.0,1.0,35.0,34.486321707048326,Bajo
48.0,0.0,25.2,11.0,4.0,50.0,50.5972014568456,Medio
48.0,4.0,65.1,22.0,4.0,130.0,130.21038711674538,Muy Alto
49.0,19.0,44.7,25.0,2.0,89.0,89.40221283423784,Alto
56.0,31.0,64.9,29.0,1.0,130.0,129.65561822568745,Muy Alto
44.0,22.0,27.3,21.0,1.0,54.0,54.62835302944253,Alto
43.0,12.0,32.9,15.0,2.0,68.0,65.85555963524718,Alto
61.0,12.0,60.4,5.0,3.0,117.0,120.77737696873189,Muy Alto
37.0,18.0,14.5,4.0,1.0,29.0,29.061652436342612,Bajo
29.0,2.0,12.5,10.0,2.0,25.0,25.150935441638016,Muy Bajo
30.0,10.0,13.1,3.0,4.0,27.0,26.362965591076936,Bajo
48.0,7.0,65.1,20.0,1.0,129.0,130.1143232223968,Muy Alto
51.0,24.0,65.1,29.0,2.0,130.0,130.09733560739008,Muy Alto
40.0,15.0,29.5,12.0,2.0,57.0,59.04866775449684,Alto
66.0,31.0,15.5,4.0,4.0,30.0,31.153984504927216,Bajo
61.0,18.0,11.3,27.0,3.0,23.0,22.821486171704603,Muy Bajo
61.0,6.0,32.0,25.0,2.0,64.0,64.13916313769568,Alto
32.0,10.0,12.2,5.0,5.0,26.0,24.60203176913756,Muy Bajo
25.0,6.0,13.4,1.0,1.0,27.0,26.881004494721594,Bajo
47.0,1.0,13.7,8.0,5.0,28.0,27.667956757305877,Bajo
59.0,18.0,65.1,22.0,2.0,130.0,130.12731483931907,Muy Alto
25.0,5.0,13.8,2.0,3.0,27.0,27.738799533033916,Bajo
63.0,31.0,65.1,29.0,2.0,130.0,130.09760264792058,Muy Alto
41.0,8.0,23.9,14.0,2.0,49.0,47.90738302103344,Medio
66.0,24.0,14.3,1.0,1.0,30.0,28.700310491039897,Bajo
20.0,1.0,17.5,0.0,1.0,36.0,35.067887609049926,Bajo
47.0,21.0,31.2,5.0,3.0,62.0,62.44954184910047,Alto
42.0,9.0,24.5,12.0,3.0,49.0,49.12695761116527,Medio
35.0,5.0,24.3,9.0,4.0,49.0,48.74983986395984,Medio
24.0,2.0,11.9,1.0,1.0,23.0,23.90116317780601,Muy Bajo
22.0,3.0,11.5,0.0,1.0,23.0,23.093139360286365,Muy Bajo
32.0,12.0,29.8,5.0,4.0,59.0,59.68393268027329,Alto
50.0,20.0,29.2,8.0,2.0,58.0,58.44719305835118,Alto
44.0,8.0,23.2,18.0,2.0,46.0,46.523770856688266,Medio
32.0,12.0,15.4,1.0,2.0,31.0,30.891497217159312,Bajo
65.0,31.0,20.9,10.0,1.0,40.0,41.85420849591804,Medio
47.0,21.0,65.1,21.0,2.0,130.0,130.0871836250048,Muy Alto
42.0,5.0,25.4,6.0,1.0,53.0,50.87426866963501,Medio
48.0,29.0,65.1,14.0,1.0,130.0,130.02062970051662,Muy Alto
29.0,4.0,10.9,0.0,1.0,22.0,21.90794015177916,Muy Bajo
36.0,3.0,20.2,0.0,2.0,43.0,40.510683228765465,Medio
34.0,15.0,11.4,4.0,1.0,23.0,22.881043802971092,Muy Bajo
41.0,22.0,34.3,0.0,2.0,68.0,68.58248090476656,Alto
26.0,6.0,20.9,0.0,3.0,41.0,41.90046850158091,Medio
25.0,6.0,11.5,0.0,2.0,23.0,23.115561501371424,Muy Bajo
53.0,23.0,65.1,29.0,1.0,130.0,130.07853439707225,Muy Alto
32.0,1.0,16.8,2.0,2.0,33.0,33.72856395064002,Bajo
46.0,7.0,40.5,14.0,3.0,83.0,81.07106403125053,Alto
44.0,5.0,19.2,17.0,5.0,39.0,38.63403585532276,Medio
39.0,17.0,20.6,5.0,1.0,42.0,41.2426982982545,Medio
39.0,14.0,22.3,11.0,2.0,43.0,44.68274128903044,Medio
40.0,0.0,18.9,2.0,1.0,38.0,37.91335754859714,Medio
25.0,4.0,28.4,2.0,1.0,59.0,56.819244254627584,Alto
29.0,2.0,28.7,6.0,4.0,57.0,57.52223609865297,Alto
23.0,0.0,11.8,0.0,1.0,24.0,23.705461316428778,Muy Bajo
48.0,25.0,22.7,11.0,1.0,45.0,45.43189192898347,Medio
24.0,5.0,10.6,0.0,1.0,22.0,21.29425294071586,Muy Bajo
59.0,24.0,14.5,5.0,3.0,30.0,29.144164463515715,Bajo
31.0,2.0,15.1,3.0,4.0,30.0,30.38638511144455,Bajo
69.0,23.0,10.3,21.0,1.0,21.0,20.761376770724517,Muy Bajo
37.0,15.0,24.7,5.0,5.0,51.0,49.5350043438579,Medio
59.0,15.0,21.0,8.0,4.0,43.0,42.179730726891925,Medio
38.0,8.0,15.2,0.0,2.0,30.0,30.51971583263737,Bajo
56.0,31.0,18.1,5.0,1.0,37.0,36.23927508506141,Bajo
48.0,19.0,11.4,7.0,2.0,23.0,22.92918044851957,Muy Bajo
28.0,2.0,7.9,0.0,3.0,16.0,15.98182342088657,Muy Bajo
20.0,0.0,9.6,1.0,5.0,19.0,19.41924890959217,Muy Bajo
68.0,23.0,10.7,24.0,1.0,22.0,21.56195869939721,Muy Bajo
26.0,2.0,18.6,1.0,1.0,38.0,37.273963599222846,Medio
29.0,4.0,37.3,0.0,4.0,74.0,74.66441347927116,Alto
23.0,3.0,6.4,1.0,4.0,13.0,13.002533997129621,Muy Bajo
61.0,31.0,20.2,21.0,1.0,41.0,40.465845120883216,Medio
39.0,12.0,25.6,6.0,1.0,48.0,51.23975397753729,Medio
47.0,13.0,65.1,5.0,3.0,130.0,130.1197238017117,Muy Alto
36.0,2.0,20.4,8.0,1.0,40.0,40.899039523517956,Medio
61.0,17.0,65.1,29.0,1.0,130.0,130.11955214923574,Muy Alto
32.0,1.0,35.4,9.0,2.0,71.0,70.85156914204919,Alto
28.0,0.0,14.4,5.0,4.0,30.0,28.993742477561735,Bajo
66.0,31.0,19.9,10.0,2.0,42.0,39.88833843267502,Medio
35.0,9.0,25.4,14.0,2.0,51.0,50.88292077972138,Medio
55.0,23.0,65.1,23.0,4.0,130.0,130.15500801872037,Muy Alto
47.0,27.0,60.4,20.0,1.0,122.0,120.6577380428468,Muy Alto
34.0,0.0,19.6,7.0,5.0,38.0,39.41296021353263,Medio
29.0,0.0,34.2,10.0,1.0,67.0,68.42874605356351,Alto
36.0,5.0,15.6,0.0,3.0,31.0,31.3519387500167,Bajo
38.0,4.0,25.9,7.0,4.0,51.0,51.94970899333794,Medio
33.0,10.0,17.3,2.0,5.0,35.0,34.775418479790716,Bajo
46.0,12.0,42.7,23.0,2.0,88.0,85.42855896273602,Alto
29.0,5.0,30.4,2.0,1.0,60.0,60.814972284444586,Alto
38.0,7.0,25.0,2.0,5.0,53.0,50.161739126774954,Medio
38.0,1.0,20.5,6.0,1.0,42.0,41.103752439051796,Medio
39.0,1.0,14.3,7.0,2.0,29.0,28.764070775544592,Bajo
34.0,3.0,31.0,2.0,5.0,62.0,62.13963347231024,Alto
58.0,21.0,22.2,0.0,2.0,46.0,44.4819251118691,Medio
29.0,2.0,15.4,12.0,2.0,31.0,30.940363678024877,Bajo
64.0,16.0,8.1,8.0,1.0,16.0,16.366811896380913,Muy Bajo
41.0,12.0,18.2,0.0,2.0,36.0,36.49696903924353,Bajo
44.0,24.0,11.9,1.0,2.0,25.0,23.88918604786705,Muy Bajo
60.0,31.0,40.3,28.0,2.0,82.0,80.60663646068667,Alto
32.0,7.0,12.7,4.0,2.0,25.0,25.52815066431005,Bajo
35.0,7.0,18.6,9.0,1.0,37.0,37.28773651237532,Medio
58.0,19.0,9.6,3.0,2.0,19.0,19.353948835536805,Muy Bajo
37.0,15.0,15.0,6.0,1.0,30.0,30.073925984629255,Bajo
63.0,28.0,65.1,28.0,2.0,130.0,130.107511889155,Muy Alto
22.0,0.0,12.1,0.0,4.0,25.0,24.383209606909997,Muy Bajo
66.0,29.0,34.8,20.0,3.0,72.0,69.66838515944909,Alto
26.0,1.0,9.4,0.0,1.0,19.0,18.919758758938794,Muy Bajo
44.0,13.0,51.0,11.0,1.0,104.0,101.9348707332791,Muy Alto
41.0,9.0,12.4,2.0,1.0,25.0,24.9119190416961,Muy Bajo
26.0,7.0,7.6,0.0,3.0,15.0,15.35958834043351,Muy Bajo
48.0,27.0,65.1,20.0,1.0,130.0,130.0377487377534,Muy Alto
45.0,18.0,65.1,26.0,1.0,130.0,130.0749018170764,Muy Alto
26.0,1.0,25.3,5.0,5.0,50.0,50.760954263998094,Medio
31.0,4.0,11.2,4.0,1.0,22.0,22.51733933691965,Muy Bajo
54.0,15.0,65.1,29.0,3.0,130.0,130.1657024392612,Muy Alto
34.0,15.0,18.3,7.0,5.0,38.0,36.76168221711849,Medio
32.0,5.0,22.1,11.0,4.0,45.0,44.35663924361472,Medio
35.0,12.0,15.7,12.0,2.0,32.0,31.514190598380605,Bajo
22.0,1.0,16.2,1.0,4.0,32.0,32.56155261800098,Bajo
25.0,0.0,14.6,2.0,2.0,30.0,29.327015488217697,Bajo
59.0,26.0,51.2,19.0,2.0,103.0,102.3577425989611,Muy Alto
28.0,7.0,7.5,0.0,5.0,15.0,15.21885556207822,Muy Bajo
37.0,11.0,25.4,12.0,3.0,52.0,50.90376210626816,Medio
43.0,7.0,14.0,3.0,2.0,29.0,28.145233300088925,Bajo
42.0,13.0,34.1,16.0,4.0,69.0,68.29965516951444,Alto
35.0,4.0,19.0,7.0,1.0,38.0,38.094175632280475,Medio
22.0,3.0,15.7,6.0,2.0,32.0,31.509863741695717,Bajo
55.0,22.0,65.1,28.0,3.0,130.0,130.13958011402025,Muy Alto
63.0,31.0,5.6,19.0,1.0,11.0,11.336304039804896,Muy Bajo
40.0,21.0,31.7,12.0,2.0,61.0,63.41528286483416,Alto
29.0,10.0,29.4,6.0,1.0,59.0,58.80686936380005,Alto
32.0,6.0,25.6,8.0,2.0,52.0,51.277231741172955,Medio
47.0,18.0,65.1,8.0,5.0,130.0,130.15959354742236,Muy Alto
42.0,16.0,13.9,0.0,1.0,28.0,27.877120322991026,Bajo
50.0,3.0,11.7,1.0,1.0,23.0,23.556928620511428,Muy Bajo
52.0,29.0,16.9,1.0,2.0,34.0,33.86442296013651,Bajo
33.0,0.0,13.1,3.0,3.0,26.0,26.380878574694915,Bajo
54.0,31.0,65.1,23.0,1.0,130.0,130.04069869028876,Muy Alto
37.0,16.0,15.9,15.0,3.0,32.0,31.93431253883979,Bajo
57.0,20.0,65.1,20.0,3.0,130.0,130.1391334624806,Muy Alto
69.0,31.0,5.5,29.0,2.0,11.0,11.193221993212896,Muy Bajo
23.0,3.0,6.9,0.0,4.0,14.0,13.998590578333536,Muy Bajo
55.0,30.0,65.1,17.0,1.0,130.0,130.03732150159482,Muy Alto
48.0,11.0,41.1,19.0,1.0,81.0,82.21102278603871,Alto
38.0,12.0,20.1,18.0,1.0,40.0,40.282452839909986,Medio
47.0,9.0,32.5,22.0,2.0,65.0,65.08900022143064,Alto
29.0,4.0,10.5,2.0,2.0,21.0,21.140128490813158,Muy Bajo
27.0,3.0,13.1,0.0,4.0,26.0,26.378268838776993,Bajo
29.0,10.0,19.8,7.0,4.0,40.0,39.73530671080313,Medio
28.0,2.0,12.6,3.0,1.0,26.0,25.31002666184776,Muy Bajo
47.0,24.0,27.2,8.0,5.0,55.0,54.516000941947574,Alto
45.0,14.0,11.1,0.0,2.0,22.0,22.33193841430741,Muy Bajo
24.0,0.0,9.6,0.0,3.0,19.0,19.372412109030034,Muy Bajo
41.0,13.0,65.1,20.0,4.0,130.0,130.15698500480755,Muy Alto
18.0,0.0,6.6,0.0,2.0,13.0,13.34593569171363,Muy Bajo
42.0,23.0,65.1,16.0,1.0,130.0,130.03322185375595,Muy Alto
45.0,25.0,23.1,8.0,2.0,46.0,46.24564220343377,Medio
34.0,2.0,19.8,6.0,5.0,40.0,39.8027792386726,Medio
38.0,1.0,53.5,9.0,4.0,105.0,107.03371892812103,Muy Alto
36.0,6.0,65.1,12.0,3.0,130.0,130.132750957262,Muy Alto
19.0,0.0,7.9,0.0,5.0,16.0,16.023462359219437,Muy Bajo
28.0,5.0,11.9,5.0,2.0,24.0,23.93214872058566,Muy Bajo
41.0,19.0,15.7,12.0,2.0,32.0,31.50092358383325,Bajo
54.0,8.0,23.9,7.0,1.0,47.0,47.898527000558296,Medio
42.0,1.0,65.1,14.0,2.0,130.0,130.1414412101822,Muy Alto
47.0,13.0,58.9,18.0,2.0,118.0,117.74242706741774,Muy Alto
61.0,31.0,65.1,29.0,1.0,130.0,130.06595000998536,Muy Alto
66.0,1.0,6.5,29.0,2.0,13.0,13.296583717971066,Muy Bajo
51.0,17.0,36.7,3.0,3.0,73.0,73.44469422581608,Alto
55.0,7.0,16.6,9.0,1.0,33.0,33.34231597863752,Bajo
36.0,4.0,13.3,5.0,2.0,28.0,26.747396687053048,Bajo
39.0,3.0,30.7,5.0,3.0,63.0,61.5027799658431,Alto
38.0,2.0,14.5,0.0,1.0,30.0,29.11885997405537,Bajo
44.0,11.0,44.3,15.0,2.0,89.0,88.60768812411015,Alto
52.0,25.0,38.7,27.0,2.0,78.0,77.41755922731605,Alto
55.0,28.0,65.1,23.0,1.0,130.0,130.05444053883159,Muy Alto
58.0,30.0,49.1,28.0,4.0,97.0,98.21858622863292,Muy Alto
61.0,0.0,58.7,19.0,1.0,119.0,117.39916218443727,Muy Alto
64.0,18.0,4.9,6.0,1.0,10.0,9.97114610393012,Muy Bajo
45.0,11.0,65.1,22.0,4.0,130.0,130.17681901958127,Muy Alto
66.0,21.0,63.2,29.0,1.0,130.0,126.32450828340782,Muy Alto
31.0,5.0,15.2,2.0,1.0,29.0,30.491424851091228,Bajo
31.0,4.0,12.6,4.0,2.0,26.0,25.337854458627056,Muy Bajo
36.0,1.0,29.4,9.0,5.0,56.0,58.97041355217053,Alto
20.0,0.0,10.6,0.0,3.0,21.0,21.35865643097678,Muy Bajo
40.0,0.0,17.3,4.0,2.0,35.0,34.75122545723277,Bajo
38.0,12.0,19.3,3.0,2.0,40.0,38.68972653395599,Medio
51.0,17.0,43.0,12.0,1.0,89.0,85.97478629608085,Alto
47.0,16.0,18.3,7.0,1.0,36.0,36.67861213391774,Medio
31.0,10.0,15.4,4.0,2.0,32.0,30.901629784163557,Bajo
34.0,8.0,22.1,4.0,1.0,44.0,44.257202043648384,Medio
35.0,7.0,20.2,7.0,3.0,41.0,40.53129246246762,Medio
66.0,31.0,23.7,16.0,1.0,45.0,47.4526734314663,Medio
63.0,11.0,60.2,14.0,1.0,118.0,120.34657345026363,Muy Alto
34.0,14.0,51.0,9.0,4.0,102.0,101.98675524638765,Muy Alto
37.0,6.0,15.4,7.0,5.0,31.0,31.016633389284234,Bajo
34.0,11.0,18.4,5.0,2.0,37.0,36.891946094928294,Medio
36.0,7.0,56.0,4.0,2.0,109.0,111.93223556456968,Muy Alto
42.0,17.0,21.6,8.0,1.0,42.0,43.24946314551161,Medio
63.0,12.0,65.1,29.0,1.0,130.0,130.1432071220892,Muy Alto
30.0,5.0,24.1,5.0,4.0,50.0,48.33320035381362,Medio
58.0,5.0,65.1,29.0,5.0,130.0,130.26729495745346,Muy Alto
36.0,11.0,18.7,15.0,1.0,37.0,37.48366558259857,Medio
53.0,31.0,65.1,29.0,2.0,130.0,130.0750458894575,Muy Alto
43.0,3.0,43.2,10.0,1.0,86.0,86.40624257070303,Alto
33.0,3.0,12.0,3.0,1.0,24.0,24.120316101647944,Muy Bajo
37.0,2.0,43.3,5.0,3.0,88.0,86.64246185756551,Alto
43.0,13.0,33.7,8.0,2.0,66.0,67.43690601104612,Alto
45.0,4.0,65.1,21.0,1.0,130.0,130.12061929901645,Muy Alto
37.0,5.0,13.8,15.0,1.0,27.0,27.732085179711234,Bajo
19.0,0.0,7.4,0.0,3.0,15.0,14.97154627406816,Muy Bajo
55.0,11.0,33.1,15.0,4.0,66.0,66.33979244718674,Alto
40.0,12.0,47.8,3.0,1.0,94.0,95.53220682136714,Muy Alto
61.0,27.0,5.2,12.0,1.0,11.0,10.53796225467368,Muy Bajo
25.0,3.0,9.6,9.0,3.0,20.0,19.37737399533847,Muy Bajo
35.0,11.0,58.6,5.0,1.0,116.0,117.07679490287723,Muy Alto
60.0,31.0,21.4,8.0,1.0,43.0,42.83740976642835,Medio
37.0,9.0,26.4,11.0,1.0,54.0,52.85082707611711,Medio
38.0,8.0,37.1,13.0,1.0,76.0,74.20942251017183,Alto
46.0,7.0,18.0,13.0,1.0,36.0,36.1216964573338,Bajo
43.0,0.0,28.4,3.0,1.0,56.0,56.87673824825187,Alto
40.0,18.0,24.0,5.0,5.0,50.0,48.133598280967924,Medio
34.0,14.0,11.0,5.0,1.0,22.0,22.088342648532542,Muy Bajo
40.0,0.0,16.7,3.0,3.0,33.0,33.579629596814165,Bajo
44.0,11.0,20.0,5.0,5.0,41.0,40.18835395265046,Medio
28.0,5.0,21.5,6.0,5.0,41.0,43.1697129539626,Medio
47.0,8.0,31.9,11.0,3.0,65.0,63.9054637706235,Alto
23.0,2.0,12.3,1.0,3.0,25.0,24.751296884577783,Muy Bajo
51.0,4.0,16.3,1.0,2.0,33.0,32.76072517489529,Bajo
39.0,0.0,11.8,2.0,2.0,23.0,23.77184727913648,Muy Bajo
54.0,31.0,30.1,11.0,2.0,61.0,60.214570912367535,Alto
54.0,21.0,65.1,24.0,1.0,130.0,130.08056286407256,Muy Alto
28.0,6.0,20.8,8.0,4.0,42.0,41.74520988867955,Medio
26.0,6.0,12.9,0.0,2.0,26.0,25.911191012682487,Bajo
42.0,22.0,28.9,2.0,4.0,58.0,57.86773107922966,Alto
44.0,14.0,19.3,7.0,2.0,40.0,38.70191086641777,Medio
41.0,1.0,20.0,17.0,5.0,43.0,40.238797344978096,Medio
40.0,8.0,16.5,8.0,2.0,33.0,33.13068976895812,Bajo
39.0,15.0,26.7,12.0,3.0,52.0,53.48680569396366,Medio
35.0,8.0,27.5,6.0,1.0,57.0,55.03705351921148,Alto
45.0,17.0,65.1,7.0,2.0,130.0,130.07591012977187,Muy Alto
48.0,17.0,27.8,18.0,5.0,56.0,55.75798721723898,Alto
69.0,31.0,34.8,21.0,1.0,69.0,69.61478909750045,Alto
31.0,11.0,17.2,4.0,1.0,34.0,34.46214041928629,Bajo
50.0,16.0,65.1,15.0,2.0,130.0,130.10363268493217,Muy Alto
55.0,13.0,65.1,25.0,2.0,130.0,130.1421665514809,Muy Alto
32.0,7.0,12.8,0.0,4.0,27.0,25.77565221348026,Bajo
51.0,15.0,62.6,29.0,1.0,126.0,125.11648527590705,Muy Alto
52.0,18.0,23.4,23.0,1.0,46.0,46.88332579727113,Medio
46.0,7.0,15.9,0.0,1.0,33.0,31.911135595129736,Bajo
49.0,30.0,65.1,27.0,1.0,130.0,130.03955676113767,Muy Alto
48.0,23.0,19.4,0.0,2.0,40.0,38.864963234012166,Medio
23.0,0.0,10.5,0.0,1.0,20.0,21.111614183497213,Muy Bajo
52.0,24.0,37.1,19.0,3.0,73.0,74.24348654556312,Alto
50.0,19.0,33.9,28.0,1.0,66.0,67.83317414464238,Alto
60.0,31.0,49.8,23.0,2.0,102.0,99.55378854403008,Muy Alto
21.0,1.0,7.0,0.0,4.0,14.0,14.20126337763846,Muy Bajo
36.0,1.0,21.9,8.0,2.0,45.0,43.92291007199073,Medio
49.0,8.0,25.9,8.0,1.0,50.0,51.87935960345277,Medio
48.0,25.0,60.9,18.0,5.0,123.0,121.77069596186988,Muy Alto
25.0,4.0,32.4,4.0,3.0,64.0,64.85774879136491,Alto
35.0,4.0,13.5,4.0,3.0,28.0,27.169758771053708,Bajo
49.0,25.0,51.6,1.0,1.0,102.0,103.08159532230306,Muy Alto
47.0,11.0,53.6,22.0,3.0,107.0,107.20861829371356,Muy Alto
27.0,5.0,12.9,8.0,3.0,26.0,25.95703215070018,Bajo
34.0,11.0,11.9,1.0,5.0,24.0,23.99782656315013,Muy Bajo
36.0,17.0,15.2,6.0,5.0,30.0,30.571631410355582,Bajo
50.0,22.0,18.3,6.0,2.0,37.0,36.68797117084421,Medio
29.0,2.0,13.5,1.0,1.0,28.0,27.104868797568702,Bajo
33.0,13.0,10.5,0.0,3.0,21.0,21.138680099427358,Muy Bajo
42.0,13.0,13.1,7.0,1.0,26.0,26.303431395656453,Bajo
33.0,13.0,11.9,5.0,4.0,23.0,23.96707987844512,Muy Bajo
30.0,6.0,16.0,9.0,3.0,32.0,32.14687516399812,Bajo
51.0,31.0,65.1,26.0,1.0,130.0,130.03866245713607,Muy Alto
27.0,3.0,14.0,0.0,1.0,28.0,28.092585302847834,Bajo
29.0,7.0,8.1,5.0,1.0,16.0,16.31759096546348,Muy Bajo
32.0,3.0,18.9,5.0,1.0,37.0,37.888556763516384,Medio
44.0,5.0,15.3,9.0,4.0,31.0,30.812737718588856,Bajo
34.0,15.0,56.9,10.0,5.0,112.0,113.78372018931881,Muy Alto
20.0,1.0,16.2,0.0,2.0,32.0,32.50118176236101,Bajo
49.0,17.0,39.6,17.0,1.0,78.0,79.19425171556989,Alto
34.0,14.0,50.0,5.0,1.0,100.0,99.90375663647944,Muy Alto
34.0,9.0,14.9,12.0,2.0,30.0,29.927207474965233,Bajo
31.0,10.0,24.7,10.0,1.0,51.0,49.439933422280674,Medio
39.0,20.0,65.1,15.0,2.0,130.0,130.0635053536941,Muy Alto
33.0,14.0,20.8,0.0,5.0,42.0,41.74038430859979,Medio
54.0,29.0,35.2,23.0,5.0,69.0,70.49843722629771,Alto
31.0,5.0,29.3,4.0,1.0,60.0,58.627843771196176,Alto
34.0,6.0,35.3,12.0,2.0,71.0,70.64214096443396,Alto
29.0,2.0,14.3,2.0,4.0,28.0,28.78408320802429,Bajo
24.0,2.0,7.2,3.0,1.0,15.0,14.526562021669882,Muy Bajo
49.0,22.0,65.1,19.0,5.0,130.0,130.16613624826905,Muy Alto
19.0,0.0,7.1,1.0,3.0,14.0,14.374543097930637,Muy Bajo
49.0,5.0,17.7,12.0,1.0,35.0,35.5359638942754,Bajo
40.0,16.0,24.8,9.0,1.0,50.0,49.635211930575544,Medio
